Make,Model,Buyer Gender,Buyer Age,Country,City,Color,New Car,Purchase Date,Sale Price,Resell Price,5-yr Depreciation,Top Speed,0-60 Time
Mitsubishi,Chariot,Female,38,Russia,Uptar,Yellow,FALSE,14/01/2016,50922.74,21053.7,0.18,167.3,4.7
Mitsubishi,Pajero,Female,27,China,Dayan,Turquoise,TRUE,21/12/2015,61697.13,38472.91,0.17,232.8,5.9
Volvo,S90,Male,54,China,Qingxi,Orange,FALSE,03/12/2019,99382.92,47829.43,0.14,205.3,11.9
Nissan,Pathfinder,Female,60,China,Yanjiang,Mauv,TRUE,02/08/2018,51922.78,39678.91,0.17,224.6,9.1
Jaguar,XK Series,Male,54,Iran,Tehrān,Yellow,FALSE,20/01/2003,71819.33,27884.94,0.24,218.9,3.8
GMC,Yukon,Male,24,Russia,Pravdinsk,Khaki,TRUE,25/12/2006,98681.26,26031.23,0.06,168.3,10.1
Cadillac,XLR-V,Male,68,Philippines,Matinao,Yellow,FALSE,22/07/2002,39474.98,43403.65,0.18,170.9,3.1
Mitsubishi,3000GT,Female,25,China,Yanweigang,Goldenrod,TRUE,13/02/2011,88195.95,2017.24,0.14,222,10.3
Buick,Riviera,Female,25,China,Burgastai,Yellow,TRUE,05/03/2008,39210.01,39455.93,0.11,196.6,13.4
Daewoo,Lanos,Male,67,Poland,Lubień Kujawski,Green,FALSE,25/01/2017,57497.37,28470.6,0.03,237.6,4.3
Mercedes-Benz,400SE,Female,51,Portugal,Ribamar,Mauv,FALSE,02/06/2019,99256.48,3321.11,0.22,142.3,11.1
Lexus,SC,Male,35,China,Changshu City,Turquoise,TRUE,16/02/2002,59734.67,30861.27,0.01,127.7,10.9
GMC,Canyon,Male,38,Philippines,Mancilang,Fuscia,FALSE,17/12/2005,50659.2,35853.04,0.08,199.2,10.3
Toyota,Yaris,Female,69,Indonesia,Cinagrog Girang,Maroon,TRUE,06/03/2006,85625.17,20082.31,0.02,150.4,6.2
Maybach,57,Female,37,Ukraine,Boyarka,Orange,TRUE,21/03/2004,63025.69,39135.12,0.21,199.3,8.1
Porsche,928,Male,60,United Kingdom,Ford,Violet,TRUE,06/11/2007,36874.4,34070.05,0.17,202.7,8.8
Saturn,VUE,Female,58,Indonesia,Sapat,Fuscia,FALSE,14/06/2013,12548.16,46271.82,0.23,122.6,3.2
Honda,Passport,Female,35,China,Shagedu,Aquamarine,TRUE,07/01/2019,82187.67,38349.23,0.09,222.3,11.1
Suzuki,Grand Vitara,Female,44,Brazil,Santo Antônio do Amparo,Turquoise,FALSE,30/03/2018,76108.94,38338.41,0.11,174.4,8.8
Mazda,Miata MX-5,Female,33,Philippines,Santa Monica,Purple,TRUE,03/06/2014,23871.26,17732.2,0.1,153.3,2
Volvo,S60,Female,33,Italy,Brescia,Fuscia,FALSE,26/04/2011,54190.33,23330.75,0.18,164.4,11.1
Ford,E350,Female,30,Philippines,Cabadiangan,Purple,FALSE,06/10/2007,93972.34,30021.72,0.11,241.1,9.8
Dodge,Neon,Female,29,Brazil,Pombos,Violet,FALSE,17/02/2009,18265.61,4709.77,0.07,163.1,5.5
Audi,Coupe Quattro,Female,22,Portugal,Veiga,Turquoise,TRUE,04/10/2009,67927.14,43907.27,0.11,247.1,14.8
Mitsubishi,Galant,Female,36,Tunisia,Banī Khallād,Orange,FALSE,09/09/2015,78782.26,17618.61,0.05,124.1,11.4
Nissan,Altima,Female,74,France,Orléans,Goldenrod,TRUE,20/07/2020,14808.94,33359.5,0.03,193.4,9
Land Rover,Discovery,Male,44,Portugal,Nogueira do Cravo,Goldenrod,FALSE,29/05/2008,93906.11,11703.28,0.03,199.7,11
Volvo,C70,Female,54,China,Hushan,Orange,FALSE,27/01/2009,51719.04,49473.25,0.08,156.4,10
Dodge,Dakota Club,Male,45,Haiti,Belle-Anse,Yellow,TRUE,03/03/2013,44408.47,41314.9,0.04,134,4.9
Toyota,Tacoma,Female,45,Poland,Nowa Sarzyna,Green,TRUE,04/01/2014,15492.67,31174.59,0.15,190.7,12.2
Lexus,GS,Female,71,Portugal,Insua,Purple,TRUE,28/06/2011,85334.12,39672.15,0.17,154,12.4
Nissan,Frontier,Male,61,Burkina Faso,Manga,Goldenrod,FALSE,12/09/2014,49418.84,35882.7,0.2,237.4,3.6
Nissan,370Z,Female,39,Brazil,Rio de Janeiro,Pink,FALSE,13/04/2009,55691.43,48125.43,0.13,228.9,8
Toyota,RAV4,Male,62,South Africa,Kruisfontein,Khaki,FALSE,03/07/2017,80449.97,27820.19,0.23,224.1,7.7
Nissan,240SX,Female,56,Czech Republic,Tvarožná,Red,FALSE,05/08/2017,56034.31,6161.5,0.22,209.8,10.2
Chevrolet,Camaro,Male,32,Portugal,Lomba do Loução,Violet,TRUE,07/10/2002,27867.82,30623,0.13,228.2,4.2
Nissan,Versa,Female,41,Bulgaria,Velingrad,Fuscia,FALSE,13/09/2005,58692.51,7978.94,0.21,178.2,11.2
Kia,Sorento,Female,27,Poland,Przemków,Fuscia,FALSE,03/10/2002,59872.64,20803.57,0.06,233.9,12
Lincoln,Town Car,Male,40,Ukraine,Korsun’-Shevchenkivs’kyy,Aquamarine,FALSE,22/05/2019,91857.29,14018.51,0.07,247.7,12.7
Ford,Probe,Female,30,Portugal,Carvoeira,Pink,FALSE,19/07/2020,82825.52,21104.37,0.05,201.2,14.5
Ferrari,599 GTB Fiorano,Female,56,Djibouti,Goubétto,Mauv,FALSE,02/01/2004,37286.62,33938.41,0.21,193.9,5.2
Chevrolet,Corvette,Female,65,Poland,Korczyna,Turquoise,TRUE,28/02/2003,50909.58,9738.2,0.03,221.6,8.1
Volvo,XC90,Female,50,Albania,Vreshtas,Puce,TRUE,18/10/2007,68845.47,11436.02,0.1,226.8,8.4
Ford,Taurus,Male,20,Indonesia,Pesucen,Pink,TRUE,20/05/2008,68793.2,34135.14,0.22,214.5,8.5
Saab,9-2X,Male,38,Czech Republic,Klatovy,Fuscia,TRUE,17/11/2014,67461.5,19985.58,0.25,133.6,3.5
Hummer,H3,Male,45,Russia,Starobelokurikha,Yellow,FALSE,18/08/2003,36710.36,23376.05,0.14,194.5,10.2
GMC,Sierra 2500,Male,60,Poland,Klwów,Aquamarine,TRUE,06/02/2014,69398.8,49086.88,0.09,199.9,2.8
Nissan,Pathfinder,Male,50,Indonesia,Comal,Purple,FALSE,17/06/2017,81898.22,28134.29,0.2,246.6,9.1
Nissan,Quest,Male,31,China,Chengji,Yellow,TRUE,02/03/2017,47907.3,45261.05,0.03,142.6,2.3
Ford,Ranger,Male,43,China,Jiwei,Turquoise,FALSE,21/10/2016,64328.89,13577.18,0.19,164.7,8.5
Pontiac,Grand Am,Male,43,Russia,Podstepki,Violet,TRUE,31/07/2017,22423.98,35117.81,0.11,226,10.7
Plymouth,Grand Voyager,Male,63,China,Jishui,Khaki,FALSE,24/10/2009,87778.15,16416.8,0.22,160.8,6.9
GMC,Sonoma,Female,41,Luxembourg,Bissen,Maroon,TRUE,25/06/2003,40382.84,43253.83,0.03,122.9,3.7
Daewoo,Lanos,Female,31,Indonesia,Karangasem,Mauv,TRUE,18/02/2015,41282.59,10159.85,0.09,194.5,4.1
Land Rover,Defender,Male,34,Afghanistan,Kushk,Indigo,TRUE,02/07/2010,59266.41,28571.2,0.09,174.1,8.1
Subaru,SVX,Male,39,China,Qianjin,Blue,FALSE,07/05/2013,77865.97,20249.2,0.18,154.5,14.3
Subaru,Forester,Female,30,Japan,Amagasaki,Indigo,FALSE,28/04/2017,71689.71,15936.58,0.12,143.6,8.1
Subaru,Impreza,Male,20,China,Cangchang,Teal,FALSE,18/06/2019,73455.73,48392.04,0.18,211.7,2.6
Mercury,Grand Marquis,Male,62,China,Macun,Orange,FALSE,18/08/2010,33825.7,39857.13,0.12,245.3,2.2
Nissan,Maxima,Male,67,Indonesia,Kembangkerang Satu,Fuscia,TRUE,24/09/2019,57161.85,14077.58,0.07,185.1,12.9
Saab,9000,Female,42,Vietnam,Sơn Hà,Fuscia,FALSE,21/02/2018,30281.24,12349.06,0.12,182.6,13.9
Chrysler,Sebring,Female,44,Indonesia,Tobelo,Aquamarine,FALSE,28/07/2020,36042.19,6419.99,0.21,137.8,13.6
Hyundai,Tiburon,Male,38,China,Yong’an,Violet,TRUE,16/10/2005,19734.22,28896.49,0.14,136.1,4.2
Lexus,IS,Female,70,Argentina,Termas de Río Hondo,Teal,FALSE,24/09/2006,60077.72,26303.2,0.17,191.5,4.5
Ford,Escort,Female,59,Russia,Orël,Purple,TRUE,09/06/2004,64439.75,29257.04,0.09,142.1,14.3
Jaguar,S-Type,Male,72,United States,Little Rock,Blue,FALSE,27/02/2005,86748.59,5037.13,0.1,223.8,3.9
Chevrolet,Astro,Male,66,Czech Republic,Všemina,Aquamarine,TRUE,25/05/2012,46663.58,49379.38,0.23,205.1,14.1
Mercury,Milan,Female,52,Macedonia,Jankovec,Indigo,FALSE,28/07/2006,89964.45,14374.04,0.19,190.3,10.1
Cadillac,DeVille,Male,36,Bangladesh,Maulavi Bāzār,Crimson,FALSE,26/06/2018,43144.03,6430.02,0.23,180,13
Acura,Integra,Male,49,Marshall Islands,Ebaye,Maroon,TRUE,16/06/2004,69640.91,31010.76,0.01,179,14.3
Dodge,Avenger,Male,58,Greece,Kostakioí,Khaki,TRUE,07/10/2016,89198.61,28253.9,0.1,237.8,3.2
Cadillac,Escalade ESV,Male,42,China,Haolibao,Orange,TRUE,03/07/2017,15876.52,4737.84,0.06,136.2,4.8
Chevrolet,Silverado 2500,Male,45,Greece,Langádhia,Mauv,TRUE,12/05/2008,30012.97,11577.46,0.08,137.9,2.8
Dodge,Viper,Male,58,Afghanistan,Mīrābād,Goldenrod,TRUE,29/06/2010,42488.28,13843.73,0.23,122.5,2.9
Nissan,Frontier,Male,55,Ivory Coast,Danané,Teal,FALSE,08/09/2007,66581.25,12377.78,0.24,144.1,12.6
Subaru,Legacy,Male,35,Pakistan,Alīābad,Goldenrod,TRUE,08/06/2008,20406.2,46480.86,0.07,218.2,12.5
Mercury,Cougar,Female,47,Poland,Ełk,Maroon,TRUE,15/03/2013,95154.31,16163.57,0.17,195.5,9.3
Ford,Taurus X,Female,53,Argentina,Bella Vista,Pink,FALSE,13/10/2018,37977.03,36470.86,0.19,212,4.1
Lexus,GS,Male,61,Poland,Straszydle,Fuscia,TRUE,30/06/2005,58757.2,22332.21,0.22,150.2,13.1
Lamborghini,Diablo,Male,75,Belarus,Kruhlaye,Pink,TRUE,17/11/2004,17370.78,3398.33,0.07,181.8,7.7
Volvo,S70,Female,64,Brazil,Piraí,Puce,FALSE,19/06/2019,56005.37,11413.38,0.15,198.1,11.4
Volkswagen,Passat,Male,47,Poland,Tworków,Indigo,FALSE,29/08/2006,35613.39,6553.77,0.17,247,10.9
Jeep,Commander,Male,48,Chad,Benoy,Violet,FALSE,28/05/2005,71355.55,30635.45,0.1,164.1,4.2
Acura,RL,Male,23,Czech Republic,Horní Libina,Puce,TRUE,01/09/2003,23003.56,47384.41,0.07,188.6,12.8
Pontiac,Fiero,Male,58,Sweden,Hudiksvall,Aquamarine,TRUE,24/11/2002,90738.28,12927.4,0.22,149.6,11.3
Subaru,Legacy,Male,57,Russia,Borisova Griva,Yellow,FALSE,04/08/2018,91751.78,41539.07,0.14,155.7,9.5
Audi,A8,Male,49,Canada,Joliette,Blue,TRUE,05/03/2018,97603.5,35986.06,0.16,157.8,7.6
Pontiac,Grand Prix,Female,57,Philippines,Tinalmud,Green,TRUE,12/10/2002,44660.94,8156.56,0.04,248.9,12.6
Lincoln,MKS,Female,65,Laos,Bolikhan,Khaki,FALSE,25/06/2012,68262.9,49450.94,0.1,141.4,3.8
Mazda,MX-5,Male,59,Portugal,Mirandela,Aquamarine,TRUE,20/12/2005,29815.67,18509.86,0.19,213.1,4.6
Ford,Taurus,Female,27,Russia,Turinsk,Puce,FALSE,30/06/2017,39717.27,37235.47,0.21,149.8,2.5
BMW,7 Series,Male,61,Macedonia,Jankovec,Green,FALSE,24/11/2013,87750.21,16133.57,0.07,121.3,9.3
Volkswagen,Jetta,Male,24,Mauritius,Centre de Flacq,Violet,TRUE,22/03/2018,65931.45,14043.49,0.11,134.9,9.2
Volkswagen,riolet,Female,38,Benin,Savé,Khaki,FALSE,31/07/2018,33279.32,13906.32,0.09,200.3,9.2
Mercury,Grand Marquis,Male,51,Tajikistan,Proletar,Indigo,TRUE,31/07/2003,56639.55,6514.45,0.2,129.6,8.8
Ford,Expedition EL,Female,41,Lithuania,Viekšniai,Puce,TRUE,16/10/2006,17320.92,46084.6,0.24,229.1,11.9
Pontiac,Grand Prix,Male,34,Ukraine,Verblyany,Aquamarine,FALSE,30/12/2009,41401.49,30276.63,0.16,136.3,6.7
Acura,Integra,Female,27,China,Banjiang,Goldenrod,TRUE,02/12/2011,18495.01,3843.06,0.21,238.4,2.8
Land Rover,Range Rover Sport,Female,21,China,Altunemil,Crimson,TRUE,04/09/2007,12398.09,2189.36,0.1,203.8,9.8
Mercury,Sable,Female,57,China,Hongshan,Red,FALSE,16/02/2002,25059.67,39553.83,0.04,173.4,14.7
Mercedes-Benz,600SEC,Female,40,Madagascar,Ambovombe,Aquamarine,FALSE,22/10/2003,14587.55,43961.46,0.2,217.6,6.6
Chevrolet,Monte Carlo,Male,67,Czech Republic,Nový Hrozenkov,Teal,TRUE,01/01/2016,43704.11,42654.44,0.24,154,7.1
Saab,900,Male,32,Thailand,Sukhirin,Indigo,TRUE,07/09/2011,24548.73,31323.01,0.2,159,6.6
GMC,Savana 2500,Female,51,Indonesia,Patemon,Mauv,TRUE,04/10/2020,95604.77,33037,0.14,222.7,8.3
Pontiac,Montana,Female,44,Thailand,Phibun Mangsahan,Orange,TRUE,02/03/2016,24548.36,37171.68,0.24,227.8,6.5
Volkswagen,Passat,Female,69,Philippines,Lucban,Teal,TRUE,11/02/2016,76207.85,16759.43,0.19,161.3,2.5
Chevrolet,Corvette,Male,44,Philippines,Tagum,Yellow,FALSE,17/09/2007,99238.24,44387.17,0.15,229.8,6.8
BMW,7 Series,Female,34,United States,Columbus,Red,FALSE,20/09/2007,61539.74,30967.95,0.21,211.2,5.5
Ford,Escort,Female,74,Philippines,Balayong,Red,TRUE,16/04/2013,90547.37,37941.62,0.07,171.2,9.3
Chevrolet,Silverado 1500,Male,32,France,Sainte-Geneviève-des-Bois,Orange,TRUE,11/04/2010,30298.89,3183.76,0.09,151.9,2.6
Mazda,Mazda5,Female,65,China,Huangsha,Fuscia,FALSE,09/07/2018,41216.29,40019.06,0.22,239.8,13.3
Volkswagen,Corrado,Male,36,Ivory Coast,Séguéla,Goldenrod,FALSE,19/12/2013,40117.01,26346.8,0.19,227.5,13.2
Honda,Odyssey,Male,58,Nigeria,Wagini,Khaki,TRUE,04/11/2002,87419.74,21243.49,0.19,241.6,5.1
Chevrolet,Caprice Classic,Male,71,Thailand,Tha Tako,Puce,TRUE,13/04/2009,57316.66,27409.82,0.09,162,13.2
Nissan,Altima,Female,44,Portugal,Torreira,Green,FALSE,10/01/2015,93738.44,29398.86,0.24,236.7,9.8
GMC,1500,Female,37,China,Wuli,Teal,TRUE,22/09/2009,43921.14,48997.3,0.16,225.3,6.2
Saturn,VUE,Male,43,Indonesia,Sewon,Fuscia,TRUE,17/02/2007,81999.99,37641.25,0.17,147.7,14.6
Subaru,XT,Female,56,Brazil,Criciúma,Crimson,TRUE,14/10/2013,66131.66,13972.81,0.04,220.2,4.8
Volkswagen,Golf,Male,45,Latvia,Naukšēni,Indigo,FALSE,15/12/2003,96313.66,3582.95,0.1,195.9,12.8
Buick,Century,Male,58,Norway,Oslo,Crimson,FALSE,23/09/2013,71692.15,24464.9,0.22,226.5,7.5
Mazda,B-Series,Male,68,Indonesia,Karangkancana,Purple,FALSE,24/07/2013,51111.15,48926.24,0.2,131.1,9.2
Pontiac,Firebird,Female,57,Mexico,Altavista,Crimson,TRUE,01/05/2013,63525.55,28720.06,0.14,229.8,13.3
Ford,Contour,Male,27,China,Huangshi,Crimson,FALSE,21/03/2010,93552.55,32758.51,0.12,142.4,4.8
Eagle,Vision,Male,35,Russia,Yug,Goldenrod,TRUE,13/07/2010,28260.12,13618.28,0.16,125.3,9.5
Audi,A6,Female,22,Poland,Lublin,Turquoise,FALSE,06/09/2019,57222.05,40756.17,0.03,179.1,5.4
Jaguar,XJ Series,Female,55,Japan,Fussa,Green,TRUE,07/03/2019,24523,9197.22,0.08,223.9,6.8
Porsche,Boxster,Male,20,Indonesia,Ngepoh Kidul,Yellow,FALSE,10/10/2003,41575.79,29562.29,0.12,186.9,3.7
Ford,E350,Female,41,Portugal,Atães,Indigo,TRUE,01/11/2008,67192.05,7075.76,0.14,149.4,4.9
Suzuki,Vitara,Female,66,Denmark,København,Turquoise,TRUE,07/07/2008,20621.74,26792.04,0.11,167.9,3.9
Porsche,911,Female,46,Mexico,Las Americas,Khaki,TRUE,06/11/2002,76887.95,12677.78,0.03,139.9,8.9
Honda,Pilot,Female,21,Indonesia,Krajan Tegalombo,Red,TRUE,12/03/2009,40528.3,32067.59,0.03,208.4,12.8
Subaru,SVX,Female,29,Honduras,Mangulile,Turquoise,FALSE,23/09/2019,38322.42,20077.65,0.05,181.8,12.5
Dodge,Caravan,Male,24,Malaysia,Shah Alam,Turquoise,FALSE,13/12/2006,97248.47,25509.62,0.02,144.6,12.4
Dodge,Ram 2500 Club,Male,46,Nicaragua,El Viejo,Crimson,FALSE,09/12/2012,31458.51,40870.66,0.1,210.7,10
Audi,80,Female,62,Poland,Czarna,Red,TRUE,06/10/2019,78182.73,48981.56,0.17,222,6.8
Chevrolet,Astro,Female,32,Indonesia,Waru,Turquoise,TRUE,12/04/2008,22257.81,14765.56,0.04,138.8,5.6
Pontiac,Grand Prix,Male,52,Poland,Gubin,Turquoise,TRUE,15/07/2013,33534.04,24617.35,0.13,166,3
Lexus,ES,Male,51,China,Fuling,Green,TRUE,19/10/2007,22616.55,48138.62,0.03,172,4
Toyota,TundraMax,Female,75,United States,Austin,Puce,FALSE,17/06/2003,46348,30279.83,0.24,191.2,2.9
Lexus,LS,Male,36,Palestinian Territory,An Naşr,Indigo,TRUE,09/06/2012,66781.81,8949.75,0.07,200.8,13.9
Chevrolet,Colorado,Female,70,Ukraine,Krynychky,Teal,TRUE,17/10/2014,52262.4,18357.76,0.03,207.7,9.6
Chevrolet,3500,Male,22,China,Xiling,Pink,TRUE,07/06/2006,91190.69,10638.45,0.19,161.8,12.1
Porsche,944,Male,63,China,Shangjing,Orange,FALSE,06/11/2010,88833.77,27683.59,0.16,217.7,2.9
Chevrolet,Avalanche,Female,44,China,Jinglou,Red,TRUE,15/10/2012,57473.27,24555.37,0.18,167.9,11.8
Porsche,928,Female,32,Honduras,Jamalteca,Crimson,FALSE,30/12/2002,21925.93,25598.06,0.18,206.3,10.4
Ford,E-Series,Male,21,Afghanistan,Pul-e Sangī,Blue,TRUE,19/11/2011,96052.51,19213.78,0.16,166.1,9.4
Ford,Probe,Male,64,Czech Republic,Luka nad Jihlavou,Turquoise,FALSE,16/04/2009,84173.66,2929.1,0.07,238.9,7
GMC,Rally Wagon 3500,Male,47,Thailand,Selaphum,Goldenrod,FALSE,06/12/2014,59289.68,21314,0.22,204.4,9.8
Land Rover,Discovery,Female,34,United States,Rochester,Pink,TRUE,21/03/2013,83255.47,28906.68,0.04,163.3,7.2
Mitsubishi,Endeavor,Female,23,Argentina,Fray Luis A. Beltrán,Pink,FALSE,22/08/2011,11687.59,42806.91,0.14,173.8,11.9
Mercury,Mariner,Female,47,China,Shunde,Teal,FALSE,11/05/2010,45364.63,15574.08,0.03,242.2,3.9
Land Rover,Range Rover,Male,72,Democratic Republic of the Congo,Nioki,Purple,TRUE,03/09/2009,94433.94,30633.22,0.25,177,2.7
Mazda,Familia,Female,57,China,Luxi,Pink,TRUE,04/03/2008,98078.56,3534.46,0.08,160.7,10.3
Jeep,Comanche,Female,30,Brazil,Pelotas,Purple,TRUE,19/12/2010,83142.27,28338.85,0.19,164.2,5.8
Dodge,Ram 3500,Female,20,Brazil,Piracaia,Purple,FALSE,10/07/2012,38674.94,11234.25,0.06,121.4,5.4
Isuzu,Ascender,Male,37,Russia,Gaptsakh,Goldenrod,FALSE,13/03/2013,32028.3,18930.87,0.07,131.8,5.9
BMW,7 Series,Female,63,China,Jimo,Red,TRUE,23/10/2008,26640.1,22144.44,0.08,187.8,7.7
Buick,Park Avenue,Male,54,China,Qidi,Blue,TRUE,22/06/2019,25069.96,5077.12,0.16,180.5,2.7
Lotus,Elise,Male,64,Croatia,Smokvica,Red,FALSE,29/07/2003,97564.92,9933.12,0.18,165.3,7.7
Lexus,SC,Male,41,China,Shiling,Khaki,FALSE,11/09/2012,85298.98,15337.77,0.17,191.4,7.2
Toyota,Camry,Female,70,China,Shuiying,Khaki,FALSE,15/04/2018,11065.17,30899.76,0.24,183.6,13.6
BMW,M5,Male,43,Thailand,Phan Thong,Goldenrod,TRUE,15/01/2018,57077.71,30926.07,0.03,226.7,13.5
Nissan,Altima,Male,21,Russia,Votkinsk,Blue,FALSE,12/02/2013,50856.51,23048.47,0.03,205.8,5.2
Toyota,Echo,Female,68,China,Shangsanji,Goldenrod,FALSE,16/10/2012,52153.05,42287.14,0.24,141.9,8.5
Kia,Sephia,Female,48,Philippines,Acao,Crimson,TRUE,21/03/2005,39366.47,5158.77,0.22,176.7,12.3
Toyota,TundraMax,Male,73,Portugal,Alqueva,Indigo,FALSE,23/11/2020,67482.34,49869.32,0.23,122.3,4.9
Ford,Expedition,Male,36,Honduras,Duyure,Teal,TRUE,19/12/2006,73533.53,23813.37,0.12,197.7,6.4
Bentley,Arnage,Male,66,Sweden,Falun,Mauv,FALSE,02/05/2003,35116.61,23663.88,0.23,164.1,8.8
Nissan,Altima,Male,46,France,Le Mans,Yellow,FALSE,28/07/2014,25615,18897.27,0.25,151.4,9.4
Honda,Insight,Female,51,Guatemala,Esquipulas,Maroon,FALSE,14/06/2014,29425.65,12785.95,0.24,131.6,10.1
Ford,F250,Female,46,Syria,Qarqania,Goldenrod,TRUE,13/04/2020,78000.37,46839.63,0.13,182.8,6.8
Lexus,LX,Male,49,Belarus,Nyakhachava,Violet,TRUE,26/06/2017,55022.72,3417.59,0.11,163.6,7
Dodge,Caliber,Female,72,China,Shikou,Orange,TRUE,21/12/2014,27257.29,46705,0.16,126.5,3
Toyota,Tacoma,Male,64,Mongolia,Hujirt,Yellow,FALSE,04/02/2008,33585.96,48109.28,0.03,120.5,2.7
Audi,5000S,Male,65,Czech Republic,Jirny,Green,TRUE,30/05/2012,33835.97,47342.09,0.19,167.7,13.9
Hyundai,Accent,Female,61,Nepal,Janakpur,Aquamarine,TRUE,15/02/2017,89608.04,12161.16,0.21,232.6,6.5
Mazda,MPV,Female,58,Mexico,La Soledad,Turquoise,TRUE,16/08/2005,36686.41,49413.29,0.14,173.9,3.7
Pontiac,Firebird,Male,75,United States,Dallas,Blue,TRUE,16/02/2011,55318.6,21866.41,0.16,215,2.1
Toyota,MR2,Male,25,Poland,Wilków,Goldenrod,FALSE,12/02/2010,37193.04,3013.53,0.23,174.3,6.8
Nissan,Altima,Male,71,China,Shangjie,Purple,FALSE,18/11/2017,81078.74,15120.79,0.02,134.3,9
GMC,Savana 1500,Female,61,China,Mingshan,Orange,TRUE,13/05/2018,50927.13,10351,0.08,150.7,11.8
Lamborghini,Diablo,Male,66,China,Wangjiaping,Yellow,FALSE,26/11/2018,90703.69,16584.79,0.19,183.8,4.1
Scion,xB,Female,55,Greece,Eláteia,Indigo,TRUE,15/07/2004,59905.53,7582.83,0.07,201.2,2.1
Mazda,B-Series,Male,60,Mozambique,Tete,Fuscia,TRUE,02/05/2003,88454.35,49442.26,0.11,246.1,7.6
Lexus,LS,Male,53,China,Wujiayao,Green,TRUE,03/02/2013,72821.58,45001.13,0.2,194.8,14.9
Toyota,Camry,Female,46,Indonesia,Margahayu,Khaki,TRUE,08/04/2005,79878.5,23118.92,0.12,233,2.1
Volvo,S60,Female,48,Uzbekistan,Jomboy,Pink,FALSE,30/08/2010,42839.83,28156.62,0.07,126.7,6.5
Kia,Rio5,Male,72,Colombia,Zipaquirá,Purple,TRUE,29/07/2005,91203.73,20269.37,0.05,212.3,4
Nissan,Datsun/Nissan Z-car,Female,30,Mexico,Tierra y Libertad,Khaki,FALSE,23/05/2014,87358.48,37681.08,0.22,243.9,9.2
Kia,Sephia,Female,37,China,Jinchuan,Fuscia,FALSE,25/02/2017,54479.71,8472.17,0.2,158.2,5.2
Mitsubishi,Tredia,Male,34,China,Daluo,Teal,FALSE,24/04/2011,30921.8,29105.62,0.15,192.9,11.9
GMC,3500 Club Coupe,Male,68,Indonesia,Parungjawa,Fuscia,TRUE,26/09/2014,66519.66,41169.64,0.06,208.7,12.4
Mitsubishi,Montero Sport,Female,66,Indonesia,Gerdu,Goldenrod,FALSE,21/11/2017,98476.41,24802.96,0.04,206,14.8
Bentley,Continental GT,Female,57,Colombia,Neiva,Green,FALSE,19/11/2007,28715.91,19046.77,0.19,243.9,12.1
Audi,S6,Female,57,Indonesia,Sadabumi,Pink,FALSE,30/03/2017,57562.59,25741.03,0.22,161.6,3.3
BMW,5 Series,Female,64,China,Xiashu,Teal,FALSE,06/05/2016,17216.26,2253.04,0.07,146.7,7.6
GMC,Jimmy,Male,45,France,Lyon,Goldenrod,TRUE,23/01/2004,44497.85,32502.02,0.04,128.8,13.5
Dodge,Ram 3500,Male,34,China,Tianmuhu,Khaki,TRUE,17/01/2014,58319.13,40900.4,0.22,244.7,9.3
Mercedes-Benz,SLR McLaren,Female,66,Japan,Nagareyama,Khaki,TRUE,05/07/2012,86678.95,19111.31,0.06,131.4,6.8
Bentley,Continental,Male,64,Slovenia,Beltinci,Aquamarine,TRUE,29/12/2003,72096.11,11069.22,0.17,171.3,2.7
Hyundai,Azera,Female,37,Russia,Kstovo,Fuscia,TRUE,03/05/2015,19259.11,32701.1,0.15,129.4,2.9
Toyota,Avalon,Female,75,Portugal,Quinta dos Frades,Red,FALSE,04/09/2014,58015.13,44998.32,0.05,156.9,8.8
Toyota,Sienna,Male,22,Samoa,Nofoali‘i,Blue,TRUE,08/05/2002,48896.28,12965.2,0.22,241.1,11.3
Audi,A6,Male,50,Guadeloupe,Pointe-à-Pitre,Goldenrod,FALSE,13/03/2010,42126.26,27325.76,0.04,242.8,10.9
Ford,F250,Male,49,Finland,Viljakkala,Mauv,FALSE,22/04/2007,76574.13,48656.69,0.2,133.3,11
Pontiac,Firebird,Female,35,Mexico,Cuauhtemoc,Orange,TRUE,09/07/2010,63464.42,11759.23,0.05,127.1,11.3
Cadillac,Eldorado,Female,36,Burkina Faso,Diapaga,Maroon,FALSE,17/06/2006,40648.94,15058.41,0.08,165.1,14.2
Mitsubishi,Eclipse,Female,29,Mexico,La Loma,Aquamarine,FALSE,05/10/2009,17122.08,35467.93,0.07,188.3,7.7
Lexus,CT,Female,44,Peru,Cochabamba,Green,FALSE,01/02/2018,97903.25,38460.36,0.25,215.9,11.7
MINI,Clubman,Male,30,Russia,Spas-Klepiki,Mauv,TRUE,10/09/2004,58704.06,30081.07,0.19,221.4,4.6
Audi,RS4,Male,43,Nigeria,Riti,Mauv,FALSE,23/04/2003,89542.65,43909.93,0.05,242.4,7.3
Chevrolet,Express 2500,Female,71,China,Huandiqiao,Maroon,TRUE,15/12/2015,97316.66,32875.34,0.21,176.1,12.5
Jeep,Grand Cherokee,Male,43,Sweden,Stockholm,Purple,FALSE,08/03/2006,89032.99,30507.07,0.1,205.6,7
Hyundai,Scoupe,Male,68,Brazil,Pedro II,Green,TRUE,17/04/2012,15222.81,41796.95,0.17,141.4,4.3
